us_zip_code,type,primary_city,state,latitude,longitude,county,timezone,area_codes,country,estmiated_population,created_at,updated_at
795,STANDARD,Juana Diaz,PR,18.05,-66.5,NA,NA,787939,US,0,2020-02-11T17:24:49.562Z,2020-02-11T17:24:49.562Z
801,PO BOX,St Thomas,VI,18.35,-64.93,NA,NA,NA,US,0,2020-02-11T17:24:49.562Z,2020-02-11T17:24:49.562Z
901,STANDARD,San Juan,PR,18.4,-66.06,NA,NA,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
824,PO BOX,Christiansted,VI,17.74,-64.7,NA,NA,NA,US,0,2020-02-11T17:24:49.562Z,2020-02-11T17:24:49.562Z
821,PO BOX,Christiansted,VI,17.74,-64.7,NA,NA,NA,US,0,2020-02-11T17:24:49.562Z,2020-02-11T17:24:49.562Z
820,STANDARD,Christiansted,VI,17.74,-64.7,NA,NA,340,US,0,2020-02-11T17:24:49.562Z,2020-02-11T17:24:49.562Z
851,PO BOX,Kingshill,VI,17.73,-64.8,NA,NA,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
830,STANDARD,St John,VI,18.33,-64.79,NA,NA,NA,US,0,2020-02-11T17:24:49.562Z,2020-02-11T17:24:49.562Z
822,PO BOX,Christiansted,VI,17.74,-64.7,NA,NA,NA,US,0,2020-02-11T17:24:49.562Z,2020-02-11T17:24:49.562Z
841,PO BOX,Frederiksted,VI,17.71,-64.88,NA,NA,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
805,PO BOX,St Thomas,VI,18.34,-64.93,NA,NA,NA,US,0,2020-02-11T17:24:49.562Z,2020-02-11T17:24:49.562Z
823,PO BOX,Christiansted,VI,17.74,-64.7,NA,NA,NA,US,0,2020-02-11T17:24:49.562Z,2020-02-11T17:24:49.562Z
902,PO BOX,San Juan,PR,18.4,-66.06,NA,NA,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
850,STANDARD,Kingshill,VI,17.76,-64.82,NA,NA,340,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
804,PO BOX,St Thomas,VI,18.35,-64.93,NA,NA,NA,US,0,2020-02-11T17:24:49.562Z,2020-02-11T17:24:49.562Z
913,STANDARD,San Juan,PR,18.4,-66.06,NA,NA,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
911,STANDARD,San Juan,PR,18.4,-66.06,NA,NA,787,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
910,PO BOX,San Juan,PR,18.4,-66.06,NA,NA,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
914,PO BOX,San Juan,PR,18.4,-66.06,NA,NA,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
907,STANDARD,San Juan,PR,18.4,-66.06,NA,NA,787,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
917,STANDARD,San Juan,PR,18.4,-66.06,NA,NA,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
909,STANDARD,San Juan,PR,18.44,-66.06,NA,NA,787939,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
918,STANDARD,San Juan,PR,18.4,-66.06,NA,NA,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
912,STANDARD,San Juan,PR,18.4,-66.06,NA,NA,787939,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
906,PO BOX,San Juan,PR,18.4,-66.06,NA,NA,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
915,STANDARD,San Juan,PR,18.4,-66.06,NA,NA,787,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
919,PO BOX,San Juan,PR,18.4,-66.06,NA,NA,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
926,STANDARD,San Juan,PR,18.4,-66.06,NA,NA,787,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
916,PO BOX,San Juan,PR,18.4,-66.06,NA,NA,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
920,STANDARD,San Juan,PR,18.4,-66.06,NA,NA,787939,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
924,STANDARD,San Juan,PR,18.4,-66.06,NA,NA,787,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
923,STANDARD,San Juan,PR,18.4,-66.06,NA,NA,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
921,STANDARD,San Juan,PR,18.4,-66.06,NA,NA,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
928,PO BOX,San Juan,PR,18.4,-66.06,NA,NA,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
922,PO BOX,San Juan,PR,18.4,-66.06,NA,NA,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
933,PO BOX,San Juan,PR,18.4,-66.06,San Juan,America/Puerto_Rico,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
925,STANDARD,San Juan,PR,18.4,-66.06,NA,NA,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
927,STANDARD,San Juan,PR,18.4,-66.06,NA,NA,787,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
929,PO BOX,San Juan,PR,18.4,-66.06,San Juan,America/Puerto_Rico,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
930,PO BOX,San Juan,PR,18.4,-66.06,NA,NA,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
935,UNIQUE,San Juan,PR,18.4,-66.06,San Juan,America/Puerto_Rico,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
934,STANDARD,Fort Buchanan,PR,18.41,-66.11,NA,NA,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
931,PO BOX,San Juan,PR,18.4,-66.06,San Juan,America/Puerto_Rico,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
951,PO BOX,Toa Baja,PR,18.44,-66.25,NA,NA,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
937,PO BOX,San Juan,PR,18.4,-66.06,San Juan,America/Puerto_Rico,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
970,PO BOX,Guaynabo,PR,18.38,-66.11,NA,NA,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
936,PO BOX,San Juan,PR,18.4,-66.06,NA,NA,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
965,STANDARD,Guaynabo,PR,18.38,-66.11,Guaynabo,America/Puerto_Rico,787,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
953,STANDARD,Toa Alta,PR,18.39,-66.25,Toa Alta,America/Puerto_Rico,787,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
954,PO BOX,Toa Alta,PR,18.39,-66.25,Toa Alta,America/Puerto_Rico,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
939,UNIQUE,San Juan,PR,18.4,-66.06,San Juan,America/Puerto_Rico,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
955,PO BOX,San Juan,PR,18.4,-66.06,San Juan,America/Puerto_Rico,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
950,PO BOX,Toa Baja,PR,18.44,-66.25,NA,NA,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
940,PO BOX,San Juan,PR,18.4,-66.06,NA,NA,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
958,PO BOX,Bayamon,PR,18.28,-66.13,Bayam���_n,America/Puerto_Rico,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
960,PO BOX,Bayamon,PR,18.28,-66.13,NA,NA,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
949,STANDARD,Toa Baja,PR,18.44,-66.25,NA,NA,787939,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
961,STANDARD,Bayamon,PR,18.41,-66.15,Bayam���_n,America/Puerto_Rico,787,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
959,STANDARD,Bayamon,PR,18.28,-66.13,Bayam���_n,America/Puerto_Rico,787,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
963,PO BOX,Catano,PR,18.43,-66.11,Cata���o,America/Puerto_Rico,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
956,STANDARD,Bayamon,PR,18.28,-66.13,Bayam���_n,America/Puerto_Rico,787,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
984,PO BOX,Carolina,PR,18.4,-65.98,Carolina,America/Puerto_Rico,NA,US,0,2020-02-11T17:24:49.564Z,2020-02-11T17:24:49.564Z
976,STANDARD,Trujillo Alto,PR,18.36,-66.01,Trujillo Alto,America/Puerto_Rico,787939,US,0,2020-02-11T17:24:49.564Z,2020-02-11T17:24:49.564Z
1001,STANDARD,Agawam,MA,42.06,-72.61,Hampden County,America/New_York,413,US,14021,2020-02-11T17:24:49.564Z,2020-02-11T17:24:49.564Z
1002,STANDARD,Amherst,MA,42.37,-72.52,Hampshire County,America/New_York,413,US,16532,2020-02-11T17:24:49.564Z,2020-02-11T17:24:49.564Z
952,STANDARD,Sabana Seca,PR,18.42,-66.19,Toa Baja,America/Puerto_Rico,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
969,STANDARD,Guaynabo,PR,18.38,-66.11,Guaynabo,America/Puerto_Rico,787,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
971,STANDARD,Guaynabo,PR,18.38,-66.11,Guaynabo,America/Puerto_Rico,787,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
968,STANDARD,Guaynabo,PR,18.38,-66.11,Guaynabo,America/Puerto_Rico,787,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
975,UNIQUE,San Juan,PR,18.4,-66.06,San Juan,America/Puerto_Rico,NA,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
962,STANDARD,Catano,PR,18.43,-66.11,Cata���o,America/Puerto_Rico,787,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
987,STANDARD,Carolina,PR,18.4,-65.98,Carolina,America/Puerto_Rico,787,US,0,2020-02-11T17:24:49.564Z,2020-02-11T17:24:49.564Z
1007,STANDARD,Belchertown,MA,42.27,-72.4,Hampshire County,America/New_York,413,US,12895,2020-02-11T17:24:49.564Z,2020-02-11T17:24:49.564Z
966,STANDARD,Guaynabo,PR,18.38,-66.11,Guaynabo,America/Puerto_Rico,787939,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
985,STANDARD,Carolina,PR,18.4,-65.98,Carolina,America/Puerto_Rico,787,US,0,2020-02-11T17:24:49.564Z,2020-02-11T17:24:49.564Z
977,PO BOX,Trujillo Alto,PR,18.36,-66.01,NA,NA,NA,US,0,2020-02-11T17:24:49.564Z,2020-02-11T17:24:49.564Z
981,PO BOX,Carolina,PR,18.4,-65.98,Carolina,America/Puerto_Rico,NA,US,0,2020-02-11T17:24:49.564Z,2020-02-11T17:24:49.564Z
1003,PO BOX,Amherst,MA,42.37,-72.52,Hampshire County,America/New_York,413,US,0,2020-02-11T17:24:49.564Z,2020-02-11T17:24:49.564Z
957,STANDARD,Bayamon,PR,18.28,-66.13,Bayam���_n,America/Puerto_Rico,787939,US,0,2020-02-11T17:24:49.563Z,2020-02-11T17:24:49.563Z
1008,STANDARD,Blandford,MA,42.18,-72.93,Hampden County,America/New_York,413,US,1153,2020-02-11T17:24:49.564Z,2020-02-11T17:24:49.564Z
979,STANDARD,Carolina,PR,18.4,-65.98,Carolina,America/Puerto_Rico,787,US,0,2020-02-11T17:24:49.564Z,2020-02-11T17:24:49.564Z
978,PO BOX,Saint Just,PR,18.37,-66.01,San Juan,America/Puerto_Rico,NA,US,0,2020-02-11T17:24:49.564Z,2020-02-11T17:24:49.564Z
983,STANDARD,Carolina,PR,18.4,-65.98,Carolina,America/Puerto_Rico,NA,US,0,2020-02-11T17:24:49.564Z,2020-02-11T17:24:49.564Z
1005,STANDARD,Barre,MA,42.42,-72.1,Worcester County,America/New_York,978,US,3935,2020-02-11T17:24:49.564Z,2020-02-11T17:24:49.564Z
1004,PO BOX,Amherst,MA,42.37,-72.52,Hampshire County,America/New_York,413,US,742,2020-02-11T17:24:49.564Z,2020-02-11T17:24:49.564Z
982,STANDARD,Carolina,PR,18.4,-65.98,Carolina,America/Puerto_Rico,787,US,0,2020-02-11T17:24:49.564Z,2020-02-11T17:24:49.564Z
986,PO BOX,Carolina,PR,18.4,-65.98,Carolina,America/Puerto_Rico,NA,US,0,2020-02-11T17:24:49.564Z,2020-02-11T17:24:49.564Z
988,PO BOX,Carolina,PR,18.4,-65.98,Carolina,America/Puerto_Rico,NA,US,0,2020-02-11T17:24:49.564Z,2020-02-11T17:24:49.564Z
1009,PO BOX,Bondsville,MA,42.2,-72.34,Hampden County,America/New_York,413,US,1055,2020-02-11T17:24:49.604Z,2020-02-11T17:24:49.604Z
1014,PO BOX,Chicopee,MA,42.17,-72.57,Hampden County,America/New_York,413,US,0,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1010,STANDARD,Brimfield,MA,42.11,-72.2,Hampden County,America/New_York,413,US,3312,2020-02-11T17:24:49.604Z,2020-02-11T17:24:49.604Z
1011,STANDARD,Chester,MA,42.28,-72.98,Hampden County,America/New_York,413,US,1012,2020-02-11T17:24:49.604Z,2020-02-11T17:24:49.604Z
1012,STANDARD,Chesterfield,MA,42.4,-72.85,Hampshire County,America/New_York,413,US,639,2020-02-11T17:24:49.604Z,2020-02-11T17:24:49.604Z
1013,STANDARD,Chicopee,MA,42.17,-72.57,Hampden County,America/New_York,413,US,16669,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1020,STANDARD,Chicopee,MA,42.17,-72.57,Hampden County,America/New_York,413,US,24570,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1022,STANDARD,Chicopee,MA,42.17,-72.57,Hampden County,America/New_York,413,US,1713,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1030,STANDARD,Feeding Hills,MA,42.06,-72.67,Hampden County,America/New_York,413,US,10449,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1035,STANDARD,Hadley,MA,42.35,-72.58,Hampshire County,America/New_York,413,US,4327,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1029,PO BOX,East Otis,MA,42.17,-73.03,Berkshire County,America/New_York,413,US,509,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1032,STANDARD,Goshen,MA,42.43,-72.8,Hampshire County,America/New_York,413,US,489,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1021,PO BOX,Chicopee,MA,42.17,-72.57,Hampden County,America/New_York,413,US,509,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1028,STANDARD,East Longmeadow,MA,42.06,-72.51,Hampden County,America/New_York,413,US,14024,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1034,STANDARD,Granville,MA,42.06,-72.86,Hampden County,America/New_York,413,US,1787,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1026,STANDARD,Cummington,MA,42.46,-72.9,Hampshire County,America/New_York,413,US,865,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1036,STANDARD,Hampden,MA,42.06,-72.41,Hampden County,America/New_York,413,US,4700,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1027,STANDARD,Easthampton,MA,42.26,-72.68,Hampshire County,America/New_York,413,US,15525,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1033,STANDARD,Granby,MA,42.26,-72.52,Hampshire County,America/New_York,413,US,5647,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1040,STANDARD,Holyoke,MA,42.21,-72.64,Hampden County,America/New_York,413,US,26316,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1039,STANDARD,Haydenville,MA,42.39,-72.7,Hampshire County,America/New_York,413,US,1228,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1041,PO BOX,Holyoke,MA,42.21,-72.64,Hampden County,America/New_York,413,US,997,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1037,PO BOX,Hardwick,MA,42.35,-72.2,Worcester County,America/New_York,413,US,714,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1031,STANDARD,Gilbertville,MA,42.35,-72.21,Worcester County,America/New_York,413,US,932,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1054,STANDARD,Leverett,MA,42.45,-72.5,Franklin County,America/New_York,413,US,1620,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1066,PO BOX,North Hatfield,MA,42.4,-72.6,Franklin County,America/New_York,413,US,0,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1059,PO BOX,North Amherst,MA,42.4,-72.52,Hampshire County,America/New_York,413,US,0,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1050,STANDARD,Huntington,MA,42.23,-72.88,Hampshire County,America/New_York,413,US,2282,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1056,STANDARD,Ludlow,MA,42.16,-72.48,Hampden County,America/New_York,413,US,17529,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1053,STANDARD,Leeds,MA,42.35,-72.71,Hampshire County,America/New_York,413,US,1407,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1071,STANDARD,Russell,MA,42.18,-72.85,Hampden County,America/New_York,413,US,1376,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1057,STANDARD,Monson,MA,42.09,-72.31,Hampden County,America/New_York,413,US,7429,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1062,STANDARD,Florence,MA,42.32,-72.67,Hampshire County,America/New_York,413,US,9483,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1038,STANDARD,Hatfield,MA,42.37,-72.6,Hampshire County,America/New_York,413,US,2161,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1069,STANDARD,Palmer,MA,42.16,-72.32,Hampden County,America/New_York,413,US,6950,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1061,PO BOX,Northampton,MA,42.32,-72.67,Hampshire County,America/New_York,413,US,423,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1063,UNIQUE,Northampton,MA,42.32,-72.67,Hampshire County,America/New_York,413,US,0,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1070,STANDARD,Plainfield,MA,42.51,-72.91,Hampshire County,America/New_York,413,US,467,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1072,STANDARD,Shutesbury,MA,42.45,-72.4,Franklin County,America/New_York,413,US,1269,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1075,STANDARD,South Hadley,MA,42.26,-72.56,Hampshire County,America/New_York,413,US,14184,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1086,PO BOX,Westfield,MA,42.13,-72.75,Hampden County,America/New_York,413,US,664,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1074,PO BOX,South Barre,MA,42.38,-72.09,Worcester County,America/New_York,978,US,525,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1090,PO BOX,West Springfield,MA,42.12,-72.65,Hampden County,America/New_York,413,US,404,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1088,STANDARD,West Hatfield,MA,42.39,-72.64,Hampshire County,America/New_York,413,US,458,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1081,STANDARD,Wales,MA,42.06,-72.21,Hampden County,America/New_York,413,US,1491,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1060,STANDARD,Northampton,MA,42.32,-72.67,Hampshire County,America/New_York,413,US,10304,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1084,STANDARD,West Chesterfield,MA,42.41,-72.87,Hampshire County,America/New_York,413,US,0,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1082,STANDARD,Ware,MA,42.25,-72.24,Hampshire County,America/New_York,413,US,8509,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1083,PO BOX,Warren,MA,42.21,-72.19,Worcester County,America/New_York,413,US,2519,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1077,STANDARD,Southwick,MA,42.05,-72.76,Hampden County,America/New_York,413,US,8567,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1068,STANDARD,Oakham,MA,42.35,-72.05,Worcester County,America/New_York,508774,US,1807,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1079,PO BOX,Thorndike,MA,42.18,-72.33,Hampden County,America/New_York,413,US,766,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1089,STANDARD,West Springfield,MA,42.12,-72.65,Hampden County,America/New_York,413,US,23043,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1093,PO BOX,Whately,MA,42.45,-72.61,Franklin County,America/New_York,413,US,476,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1096,STANDARD,Williamsburg,MA,42.4,-72.71,Hampshire County,America/New_York,413,US,2266,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1106,STANDARD,Longmeadow,MA,42.04,-72.57,Hampden County,America/New_York,413,US,14332,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1080,STANDARD,Three Rivers,MA,42.18,-72.37,Hampden County,America/New_York,413,US,1888,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1144,STANDARD,Springfield,MA,42.11,-72.53,Hampden County,America/New_York,413,US,0,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1085,STANDARD,Westfield,MA,42.13,-72.75,Hampden County,America/New_York,413,US,32344,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1116,PO BOX,Longmeadow,MA,42.04,-72.57,Hampden County,America/New_York,413,US,0,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1073,STANDARD,Southampton,MA,42.23,-72.73,Hampshire County,America/New_York,413,US,5385,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
1108,STANDARD,Springfield,MA,42.11,-72.53,Hampden County,America/New_York,413,US,17151,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1098,STANDARD,Worthington,MA,42.41,-72.93,Hampshire County,America/New_York,413,US,1076,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1097,PO BOX,Woronoco,MA,42.19,-72.82,Hampden County,America/New_York,413,US,0,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1101,PO BOX,Springfield,MA,42.11,-72.53,Hampden County,America/New_York,413,US,1531,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1105,STANDARD,Springfield,MA,42.11,-72.53,Hampden County,America/New_York,413,US,6054,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1102,PO BOX,Springfield,MA,42.11,-72.53,Hampden County,America/New_York,413,US,0,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1152,STANDARD,Springfield,MA,42.11,-72.53,Hampden County,America/New_York,413,US,0,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1129,STANDARD,Springfield,MA,42.11,-72.53,Hampden County,America/New_York,413,US,5884,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1115,PO BOX,Springfield,MA,42.11,-72.53,Hampden County,America/New_York,413,US,0,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1095,STANDARD,Wilbraham,MA,42.13,-72.43,Hampden County,America/New_York,413,US,13107,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1104,STANDARD,Springfield,MA,42.11,-72.53,Hampden County,America/New_York,413,US,15795,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1195,STANDARD,Springfield,MA,42.1,-72.58,Hampden County,America/New_York,413,US,0,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1094,PO BOX,Wheelwright,MA,42.35,-72.14,Worcester County,America/New_York,413,US,0,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1109,STANDARD,Springfield,MA,42.11,-72.53,Hampden County,America/New_York,413,US,17988,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1128,STANDARD,Springfield,MA,42.11,-72.53,Hampden County,America/New_York,413,US,2510,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1111,UNIQUE,Springfield,MA,42.11,-72.53,Hampden County,America/New_York,413,US,0,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1118,STANDARD,Springfield,MA,42.11,-72.53,Hampden County,America/New_York,413,US,11858,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1107,STANDARD,Springfield,MA,42.11,-72.53,Hampden County,America/New_York,860413,US,6360,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1151,STANDARD,Indian Orchard,MA,42.15,-72.51,Hampden County,America/New_York,413,US,6080,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1220,STANDARD,Adams,MA,42.62,-73.11,Berkshire County,America/New_York,413,US,6993,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1223,STANDARD,Becket,MA,42.33,-73.07,Berkshire County,America/New_York,413,US,1964,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1201,STANDARD,Pittsfield,MA,42.45,-73.26,Berkshire County,America/New_York,413,US,36002,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1103,STANDARD,Springfield,MA,42.11,-72.53,Hampden County,America/New_York,413,US,1533,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1138,PO BOX,Springfield,MA,42.11,-72.53,Hampden County,America/New_York,413,US,509,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1203,PO BOX,Pittsfield,MA,42.45,-73.26,Berkshire County,America/New_York,413,US,0,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1119,STANDARD,Springfield,MA,42.11,-72.53,Hampden County,America/New_York,413,US,9915,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1133,UNIQUE,Springfield,MA,42.1,-72.59,Hampden County,America/New_York,413,US,0,2020-02-11T17:24:49.606Z,2020-02-11T17:24:49.606Z
1092,PO BOX,West Warren,MA,42.2,-72.2,Worcester County,America/New_York,413,US,1063,2020-02-11T17:24:49.605Z,2020-02-11T17:24:49.605Z
